PatchName,mean_r,mean_g,mean_b,std_r,std_g,std_b
TCGA-CM-4751_nonMSIH_x46928_y12560_patch02976.png,182.83,155.42,168.85,21.42,27.22,20.6
TCGA-CM-4751_nonMSIH_x52048_y12048_patch03262.png,232.36,225.45,227.37,18.89,28.13,22.41
TCGA-CM-4751_nonMSIH_x52560_y13072_patch03289.png,225.87,210.04,217.17,28.21,44.59,33.82
TCGA-CM-4751_nonMSIH_x53072_y2320_patch03292.png,152.41,116.5,153.77,43.07,49.58,38.83
TCGA-CM-4751_nonMSIH_x59216_y7440_patch03494.png,186.58,162.51,185.02,53.66,64.15,47.77
TCGA-CM-4751_nonMSIH_x6480_y12048_patch00281.png,164.82,129.93,165.56,46.6,50.28,38.5
TCGA-CM-4751_nonMSIH_x6480_y16144_patch00289.png,165.95,127.4,165.3,37.96,38.69,29.92
TCGA-CM-4751_nonMSIH_x8016_y5904_patch00372.png,162.53,130.27,164.57,48.1,51.51,39.99
TCGA-CM-4751_nonMSIH_x8528_y5392_patch00406.png,221.81,213.68,221.43,40.74,55.76,39.21
TCGA-CM-5349_nonMSIH_x10240_y31232_patch00650.png,226.37,198.43,216.03,28.36,43.86,29.8
TCGA-CM-5349_nonMSIH_x1024_y12288_patch00014.png,198.14,156.82,186.93,49.32,60.55,44.01
TCGA-CM-5349_nonMSIH_x12800_y33280_patch00938.png,239.22,231.65,235.81,14.46,28.23,19.21
TCGA-CM-5349_nonMSIH_x15360_y17408_patch01178.png,236.96,221.61,229.55,18.2,43.11,29.18
TCGA-CM-5349_nonMSIH_x18432_y11776_patch01498.png,231.49,204.43,217.25,22.79,55.47,38.83
TCGA-CM-5349_nonMSIH_x18432_y3584_patch01482.png,214.2,157.98,188.33,28.72,51.97,36.01
TCGA-CM-5349_nonMSIH_x18944_y26112_patch01575.png,236.83,226.17,232.56,18.48,35.66,23.95
TCGA-CM-5349_nonMSIH_x19968_y16384_patch01674.png,232.56,204.57,218.74,20.68,50.23,33.91
TCGA-CM-5349_nonMSIH_x21504_y5120_patch01832.png,213.48,153.17,183.81,27.36,50.03,35.88
TCGA-CM-5349_nonMSIH_x21504_y7168_patch01836.png,214.82,164.29,190.56,17.36,36.16,24.14
TCGA-CM-5349_nonMSIH_x22528_y15872_patch01981.png,237.02,222.27,229.77,17.69,41.85,28.52
TCGA-CM-5349_nonMSIH_x23552_y35328_patch02136.png,212.94,194.32,209.73,51.01,71.97,51.84
TCGA-CM-5349_nonMSIH_x27648_y18432_patch02610.png,218.6,177.72,199.83,32.75,63.02,43.52
TCGA-CM-5349_nonMSIH_x28672_y7168_patch02724.png,233.24,216.57,222.81,23.8,51.54,39.76
TCGA-CM-5349_nonMSIH_x31232_y39424_patch03142.png,232.68,217.97,226.73,25.12,48.8,32.8
TCGA-CM-5349_nonMSIH_x33280_y22528_patch03417.png,177.84,122.66,158.25,46.88,62.62,50.8
TCGA-CM-5349_nonMSIH_x33792_y28160_patch03509.png,159.5,112.47,155.18,45.35,48.7,37.46
TCGA-CM-5349_nonMSIH_x33792_y41472_patch03535.png,132.12,82.89,121.77,40.69,41.72,33.76
TCGA-CM-5349_nonMSIH_x38912_y28672_patch04315.png,163.4,114.87,156.49,42.97,49.32,37.18
TCGA-CM-5349_nonMSIH_x38912_y38400_patch04334.png,153.0,101.31,139.08,58.26,64.08,54.0
TCGA-CM-5349_nonMSIH_x39424_y11264_patch04358.png,220.92,186.31,205.06,30.66,56.69,40.43
TCGA-CM-5349_nonMSIH_x39424_y24064_patch04383.png,178.69,121.68,160.34,40.14,48.46,36.8
TCGA-CM-5349_nonMSIH_x39424_y30208_patch04395.png,161.08,110.86,154.21,44.79,46.17,36.37
TCGA-CM-5349_nonMSIH_x39936_y7168_patch04427.png,208.25,141.24,175.58,29.4,51.85,36.99
TCGA-CM-5349_nonMSIH_x40448_y19968_patch04527.png,165.53,105.35,149.08,41.96,40.46,32.53
TCGA-CM-5349_nonMSIH_x4096_y12800_patch00129.png,222.74,193.13,210.9,36.45,62.29,42.88
TCGA-CM-5349_nonMSIH_x42496_y2048_patch04775.png,229.05,202.81,214.51,22.74,49.4,34.65
TCGA-CM-5349_nonMSIH_x47104_y9728_patch05347.png,174.2,124.72,160.79,49.34,62.13,46.52
TCGA-CM-5349_nonMSIH_x47616_y23040_patch05421.png,147.07,100.03,146.27,39.1,37.34,29.8
TCGA-CM-5349_nonMSIH_x48128_y5120_patch05439.png,187.92,146.86,177.21,50.22,59.22,43.76
TCGA-CM-5861_MSIH_x20681_y22016_patch00032.png,199.34,155.57,185.42,28.59,36.31,27.0
TCGA-CM-5861_MSIH_x22217_y11264_patch00087.png,163.56,133.15,166.26,50.34,60.75,45.18
TCGA-CM-5861_MSIH_x23241_y15360_patch00150.png,157.12,124.93,162.35,39.56,45.78,34.57
TCGA-CM-5861_MSIH_x25289_y18432_patch00269.png,190.21,156.64,182.34,51.34,63.9,48.58
TCGA-CM-5861_MSIH_x29897_y27136_patch00624.png,234.31,229.42,231.97,23.28,33.62,23.96
TCGA-CM-5861_MSIH_x31433_y10752_patch00713.png,177.23,132.22,167.77,46.46,46.93,38.33
TCGA-CM-5861_MSIH_x31433_y14848_patch00721.png,172.3,140.13,173.79,44.19,51.27,37.83
TCGA-CM-5861_MSIH_x32457_y30208_patch00814.png,231.04,220.33,226.33,27.81,42.82,30.47
TCGA-CM-5861_MSIH_x34505_y15360_patch00963.png,165.89,133.17,169.36,41.77,45.08,34.29
TCGA-CM-5861_MSIH_x35017_y13312_patch01003.png,183.84,138.03,174.53,32.47,35.44,26.85
TCGA-CM-5861_MSIH_x35017_y9728_patch00996.png,180.65,126.81,164.94,41.26,40.69,32.97
TCGA-CM-5861_MSIH_x36553_y12288_patch01133.png,183.43,151.94,182.06,39.52,48.3,34.54
TCGA-CM-5861_MSIH_x36553_y22528_patch01153.png,178.49,146.53,177.9,28.91,33.68,25.06
TCGA-CM-5861_MSIH_x39625_y20992_patch01469.png,174.17,137.88,172.65,35.14,46.01,32.62
TCGA-CM-5861_MSIH_x42697_y15872_patch01771.png,174.03,148.72,179.72,43.81,52.9,38.11
TCGA-CM-5861_MSIH_x43209_y31744_patch01844.png,233.62,225.83,229.93,22.09,34.25,24.05
TCGA-CM-5861_MSIH_x43209_y6656_patch01802.png,175.1,143.11,172.92,31.69,37.75,28.82
TCGA-CM-5861_MSIH_x44233_y16384_patch01929.png,172.86,149.01,179.05,46.69,56.98,40.87
TCGA-CM-5861_MSIH_x45257_y18944_patch02052.png,186.17,168.11,192.37,41.33,49.89,37.12
TCGA-CM-5861_MSIH_x45257_y23040_patch02060.png,193.99,158.97,188.4,32.36,36.19,26.47
TCGA-CM-5861_MSIH_x46281_y5120_patch02136.png,171.33,132.06,166.43,48.18,55.5,41.83
TCGA-CM-5861_MSIH_x46793_y14848_patch02205.png,183.45,158.5,186.75,38.27,47.35,33.91
TCGA-CM-5861_MSIH_x50377_y28672_patch02564.png,227.23,218.87,225.24,29.39,42.28,29.96
TCGA-CM-5861_MSIH_x50377_y5632_patch02527.png,174.48,142.73,174.91,47.59,57.08,41.7
TCGA-CM-5861_MSIH_x51913_y20480_patch02724.png,177.99,147.85,178.62,44.89,48.45,36.81
TCGA-CM-5861_MSIH_x52425_y15872_patch02775.png,175.58,141.78,175.67,37.03,43.06,31.8
TCGA-CM-5861_MSIH_x52937_y14848_patch02840.png,172.92,134.28,171.28,32.85,35.42,26.84
TCGA-CM-5861_MSIH_x55497_y10752_patch03097.png,159.32,125.47,162.76,44.87,48.42,37.67
TCGA-CM-5861_MSIH_x56009_y27648_patch03150.png,230.43,214.31,222.06,24.79,46.6,33.47
TCGA-CM-5861_MSIH_x57033_y18944_patch03204.png,200.6,167.58,191.21,44.08,52.07,38.86
TCGA-CM-5868_nonMSIH_x11040_y12032_patch00121.png,164.48,131.8,168.28,39.63,51.18,36.99
TCGA-CM-5868_nonMSIH_x13600_y8448_patch00153.png,146.56,103.86,148.38,35.05,37.79,29.46
TCGA-CM-5868_nonMSIH_x18208_y15616_patch00384.png,124.49,82.73,131.37,44.0,36.18,32.67
TCGA-CM-5868_nonMSIH_x18208_y26880_patch00398.png,171.48,144.64,174.35,61.18,76.01,54.5
TCGA-CM-5868_nonMSIH_x18208_y34048_patch00411.png,154.22,114.44,156.61,36.24,41.47,32.11
TCGA-CM-5868_nonMSIH_x18720_y9984_patch00434.png,130.65,78.35,126.64,44.8,38.59,33.75
TCGA-CM-5868_nonMSIH_x19232_y40704_patch00546.png,212.21,190.67,205.06,32.63,48.47,33.69
TCGA-CM-5868_nonMSIH_x19744_y34048_patch00596.png,154.78,118.48,158.67,40.1,47.1,37.15
TCGA-CM-5868_nonMSIH_x19744_y7936_patch00552.png,124.36,77.61,126.83,41.43,38.39,32.8
TCGA-CM-5868_nonMSIH_x22304_y22272_patch00920.png,133.61,96.18,140.26,50.91,58.09,43.67
TCGA-CM-5868_nonMSIH_x23840_y32000_patch01154.png,212.85,169.8,195.1,30.95,50.19,35.61
TCGA-CM-5868_nonMSIH_x31520_y30464_patch02195.png,183.1,103.12,150.22,25.55,21.2,18.21
TCGA-CM-5868_nonMSIH_x31520_y32000_patch02198.png,175.99,99.47,147.35,23.82,18.83,16.68
TCGA-CM-5868_nonMSIH_x31520_y33536_patch02201.png,183.32,103.47,150.56,23.34,19.26,16.72
TCGA-CM-5868_nonMSIH_x32032_y39168_patch02278.png,212.17,170.66,195.95,27.38,43.08,29.82
TCGA-CM-5868_nonMSIH_x33568_y21248_patch02449.png,178.04,128.05,167.27,36.14,39.6,30.1
TCGA-CM-5868_nonMSIH_x33568_y27392_patch02461.png,178.29,133.55,168.98,52.98,51.88,41.48
TCGA-CM-5868_nonMSIH_x36128_y25344_patch02766.png,205.22,167.26,192.38,38.2,58.69,41.02
TCGA-CM-5868_nonMSIH_x37664_y24832_patch02883.png,215.46,194.4,209.5,39.44,61.17,42.19
TCGA-CM-5868_nonMSIH_x47162_y6496_patch03396.png,155.11,120.39,159.43,38.31,39.85,31.58
TCGA-CM-5868_nonMSIH_x47162_y7008_patch03397.png,144.3,111.26,152.65,46.52,50.39,37.83
TCGA-CM-5868_nonMSIH_x47674_y18272_patch03463.png,157.04,123.51,160.34,54.95,62.55,46.84
TCGA-CM-5868_nonMSIH_x48698_y16224_patch03555.png,200.94,181.92,199.72,52.86,70.12,49.68
TCGA-CM-5868_nonMSIH_x49210_y29024_patch03635.png,174.28,136.46,171.0,42.64,49.76,37.27
TCGA-CM-5868_nonMSIH_x51258_y11104_patch03822.png,165.25,127.11,162.44,50.52,61.48,45.29
TCGA-CM-5868_nonMSIH_x53818_y18784_patch04100.png,185.71,137.7,171.77,43.52,55.92,40.84
TCGA-CM-5868_nonMSIH_x56378_y26976_patch04305.png,208.78,192.64,205.05,51.78,66.8,51.87
TCGA-CM-5868_nonMSIH_x56378_y40288_patch04314.png,228.88,223.07,226.67,21.33,33.06,22.55
TCGA-CM-5868_nonMSIH_x59962_y17760_patch04516.png,228.36,221.0,226.82,30.72,43.02,29.76
TCGA-CM-5868_nonMSIH_x77882_y4448_patch04953.png,232.59,229.74,231.21,26.92,34.93,24.94
TCGA-CM-6161_nonMSIH_x11584_y34816_patch00756.png,161.9,103.28,149.43,36.47,32.21,26.18
TCGA-CM-6161_nonMSIH_x13120_y36352_patch00938.png,133.77,92.9,140.25,34.44,33.97,27.27
TCGA-CM-6161_nonMSIH_x13632_y8704_patch00944.png,160.27,125.59,163.4,47.43,55.61,40.51
TCGA-CM-6161_nonMSIH_x14144_y26624_patch01034.png,161.41,121.16,162.8,41.4,41.76,32.7
TCGA-CM-6161_nonMSIH_x14656_y10752_patch01061.png,162.76,126.86,166.72,39.34,40.2,30.99
TCGA-CM-6161_nonMSIH_x19264_y15872_patch01612.png,167.42,133.78,171.29,41.79,47.55,35.07
TCGA-CM-6161_nonMSIH_x21824_y9728_patch01911.png,202.24,188.95,204.59,58.36,76.43,53.79
TCGA-CM-6161_nonMSIH_x22848_y32256_patch02088.png,143.9,104.97,148.64,46.2,53.16,39.39
TCGA-CM-6161_nonMSIH_x22848_y32768_patch02089.png,138.92,97.6,142.16,46.59,51.78,39.37
TCGA-CM-6161_nonMSIH_x23360_y16896_patch02123.png,158.41,126.39,164.43,49.1,58.71,42.45
TCGA-CM-6161_nonMSIH_x23872_y24064_patch02198.png,156.39,118.69,159.89,47.33,52.68,39.57
TCGA-CM-6161_nonMSIH_x24896_y1024_patch02298.png,151.73,113.63,154.42,47.62,48.14,39.03
TCGA-CM-6161_nonMSIH_x25408_y19968_patch02399.png,189.65,128.48,170.74,26.6,26.52,21.07
TCGA-CM-6161_nonMSIH_x27456_y3584_patch02636.png,140.72,103.84,148.44,39.67,41.3,32.66
TCGA-CM-6161_nonMSIH_x28992_y3072_patch02804.png,148.52,111.51,153.58,41.89,46.36,35.04
TCGA-CM-6161_nonMSIH_x30016_y17408_patch02928.png,178.52,112.52,157.68,34.64,34.53,26.73
TCGA-CM-6161_nonMSIH_x32064_y24064_patch03139.png,159.72,126.85,164.59,47.79,56.25,41.18
TCGA-CM-6161_nonMSIH_x34112_y27136_patch03354.png,154.24,115.07,156.49,48.66,53.33,41.26
TCGA-CM-6161_nonMSIH_x35648_y24064_patch03518.png,159.71,110.79,155.26,40.17,38.95,31.73
TCGA-CM-6161_nonMSIH_x37696_y10240_patch03725.png,203.48,147.94,183.51,24.02,29.29,22.18
TCGA-CM-6161_nonMSIH_x37696_y13824_patch03731.png,200.0,141.0,179.82,20.8,22.13,17.64
TCGA-CM-6161_nonMSIH_x38720_y19456_patch03864.png,150.51,109.8,153.42,45.69,53.58,39.55
TCGA-CM-6161_nonMSIH_x42304_y7168_patch04284.png,213.14,170.35,196.28,25.97,43.68,30.24
TCGA-CM-6161_nonMSIH_x43840_y11264_patch04475.png,174.66,153.28,182.39,44.79,54.47,39.43
TCGA-CM-6161_nonMSIH_x46400_y9216_patch04681.png,236.25,228.96,232.82,16.63,35.31,24.38
TCGA-CM-6161_nonMSIH_x47424_y11776_patch04725.png,214.93,206.24,217.14,45.57,59.26,41.23
TCGA-CM-6161_nonMSIH_x48448_y9216_patch04758.png,228.3,208.56,219.31,24.44,51.39,35.12
TCGA-CM-6161_nonMSIH_x51520_y9728_patch04878.png,223.9,196.82,210.61,30.42,61.96,44.64
TCGA-CM-6161_nonMSIH_x5440_y27136_patch00156.png,149.5,106.76,151.7,39.79,38.91,31.71
TCGA-CM-6161_nonMSIH_x5952_y30720_patch00193.png,151.35,111.04,155.01,38.6,38.75,30.7
TCGA-CM-6162_MSIH_x10312_y20536_patch00065.png,205.01,158.04,180.71,39.56,64.15,53.46
TCGA-CM-6162_MSIH_x12360_y19000_patch00115.png,172.54,146.62,174.64,53.75,67.19,49.23
TCGA-CM-6162_MSIH_x14920_y22072_patch00232.png,155.37,123.11,157.01,54.22,66.1,50.89
TCGA-CM-6162_MSIH_x16968_y23096_patch00363.png,229.84,209.64,218.85,21.28,46.48,32.71
TCGA-CM-6162_MSIH_x19016_y11320_patch00457.png,175.18,140.22,167.63,57.86,75.07,58.59
TCGA-CM-6162_MSIH_x19528_y33336_patch00515.png,233.12,225.25,228.87,21.65,38.19,26.98
TCGA-CM-6162_MSIH_x21064_y32312_patch00623.png,235.24,230.81,233.12,16.57,26.8,18.32
TCGA-CM-6162_MSIH_x21576_y31288_patch00670.png,221.56,212.68,220.44,42.54,54.09,38.98
TCGA-CM-6162_MSIH_x22088_y30776_patch00714.png,208.24,183.19,201.27,41.91,61.81,43.12
TCGA-CM-6162_MSIH_x23624_y11832_patch00815.png,151.91,121.92,158.65,46.09,55.0,41.45
TCGA-CM-6162_MSIH_x24648_y38968_patch00942.png,231.86,225.0,228.26,19.25,31.25,21.78
TCGA-CM-6162_MSIH_x26184_y19512_patch01048.png,165.79,116.4,157.82,36.81,36.45,28.83
TCGA-CM-6162_MSIH_x27208_y11320_patch01115.png,120.31,74.35,124.81,31.22,25.62,23.8
TCGA-CM-6162_MSIH_x28744_y15928_patch01245.png,144.39,121.78,160.69,31.41,35.0,27.1
TCGA-CM-6162_MSIH_x28744_y20536_patch01254.png,149.93,129.81,166.19,37.17,41.3,31.25
TCGA-CM-6162_MSIH_x31816_y12344_patch01472.png,126.9,86.19,135.29,30.89,30.72,25.8
TCGA-CM-6162_MSIH_x33352_y24632_patch01615.png,184.29,123.63,165.82,25.91,25.97,20.17
TCGA-CM-6162_MSIH_x34376_y16440_patch01665.png,110.07,85.79,131.09,34.74,35.62,32.79
TCGA-CM-6162_MSIH_x34376_y27704_patch01687.png,231.71,225.01,229.25,24.97,37.27,25.31
TCGA-CM-6162_MSIH_x37448_y14392_patch01875.png,147.94,125.23,162.42,37.55,43.3,32.64
TCGA-CM-6162_MSIH_x38984_y15416_patch01987.png,145.99,125.61,161.92,37.46,41.47,32.28
TCGA-CM-6162_MSIH_x39496_y17976_patch02029.png,151.59,125.48,163.33,37.21,42.18,32.19
TCGA-CM-6162_MSIH_x42568_y15928_patch02235.png,142.52,105.51,150.71,35.19,35.58,28.06
TCGA-CM-6162_MSIH_x45640_y21560_patch02462.png,168.29,115.52,158.93,32.57,30.35,24.5
TCGA-CM-6162_MSIH_x52296_y18488_patch02953.png,133.83,109.22,149.62,42.15,46.63,38.01
TCGA-CM-6162_MSIH_x52808_y22072_patch03003.png,159.23,126.8,163.72,42.44,48.99,36.02
TCGA-CM-6162_MSIH_x54856_y19000_patch03171.png,141.21,113.32,154.22,36.97,41.69,34.43
TCGA-CM-6162_MSIH_x55368_y14904_patch03208.png,145.63,93.5,132.16,39.57,49.67,46.32
TCGA-CM-6162_MSIH_x55880_y30264_patch03282.png,141.43,102.9,143.23,56.99,55.04,45.91
TCGA-CM-6162_MSIH_x61000_y19512_patch03662.png,211.32,176.09,192.02,40.93,73.68,58.91
TCGA-CM-6164_nonMSIH_x10577_y37200_patch00710.png,162.36,127.17,157.59,66.33,81.61,61.31
TCGA-CM-6164_nonMSIH_x11089_y35152_patch00763.png,171.18,139.33,170.68,61.07,72.51,51.82
TCGA-CM-6164_nonMSIH_x11601_y31568_patch00813.png,161.62,122.18,159.61,55.63,65.45,46.69
TCGA-CM-6164_nonMSIH_x15185_y34128_patch01220.png,146.9,107.84,150.29,55.24,55.81,42.02
TCGA-CM-6164_nonMSIH_x16209_y22864_patch01323.png,159.95,106.1,147.46,50.41,53.38,38.39
TCGA-CM-6164_nonMSIH_x16209_y32080_patch01341.png,147.8,100.77,144.94,51.1,52.78,38.86
TCGA-CM-6164_nonMSIH_x17233_y25936_patch01462.png,143.08,96.04,142.39,48.27,43.72,32.72
TCGA-CM-6164_nonMSIH_x18257_y20816_patch01593.png,169.6,116.05,154.39,51.49,52.11,38.07
TCGA-CM-6164_nonMSIH_x23889_y19792_patch02312.png,188.69,110.6,150.44,30.83,23.49,18.42
TCGA-CM-6164_nonMSIH_x24401_y27984_patch02388.png,177.47,128.03,164.33,48.39,51.45,37.81
TCGA-CM-6164_nonMSIH_x25937_y11088_patch02543.png,224.13,189.05,203.14,28.52,55.44,40.99
TCGA-CM-6164_nonMSIH_x27985_y20304_patch02801.png,201.27,133.16,166.67,30.32,41.76,30.37
TCGA-CM-6164_nonMSIH_x28497_y23376_patch02864.png,197.25,171.66,195.68,41.93,58.12,39.97
TCGA-CM-6164_nonMSIH_x29009_y5456_patch02884.png,231.81,205.34,212.78,21.63,53.29,41.59
TCGA-CM-6164_nonMSIH_x30545_y12112_patch03042.png,219.16,177.5,193.79,32.19,58.03,43.64
TCGA-CM-6164_nonMSIH_x33105_y16720_patch03181.png,237.65,229.43,230.46,15.5,35.15,26.77
TCGA-CM-6164_nonMSIH_x33105_y5456_patch03161.png,226.26,191.87,205.12,27.37,55.45,42.52
TCGA-CM-6164_nonMSIH_x34129_y7504_patch03209.png,227.98,208.53,217.33,32.01,50.08,36.12
TCGA-CM-6164_nonMSIH_x34129_y9552_patch03213.png,223.72,186.99,201.8,29.57,59.74,43.57
TCGA-CM-6164_nonMSIH_x34293_y28807_patch00106.png,223.14,187.75,201.85,29.45,55.19,41.6
TCGA-CM-6164_nonMSIH_x34805_y35975_patch00143.png,233.98,208.67,218.24,15.59,44.48,32.07
TCGA-CM-6164_nonMSIH_x35665_y10576_patch03269.png,198.3,126.47,159.98,37.41,40.11,32.01
TCGA-CM-6164_nonMSIH_x35665_y13648_patch03275.png,198.18,118.69,149.89,36.76,56.69,44.73
TCGA-CM-6164_nonMSIH_x35665_y6992_patch03262.png,236.97,225.19,228.01,16.4,36.85,27.42
TCGA-CM-6164_nonMSIH_x36689_y8528_patch03298.png,228.07,201.95,213.02,26.96,52.01,37.13
TCGA-CM-6164_nonMSIH_x37365_y35463_patch00239.png,210.72,190.96,207.31,39.55,57.22,40.05
TCGA-CM-6164_nonMSIH_x37877_y31367_patch00247.png,199.64,179.27,200.83,39.06,50.98,36.46
TCGA-CM-6164_nonMSIH_x40437_y27783_patch00315.png,174.89,141.08,173.0,50.17,58.96,44.31
TCGA-CM-6164_nonMSIH_x42833_y12112_patch03467.png,225.55,193.73,206.59,28.64,55.99,39.97
TCGA-CM-6164_nonMSIH_x7505_y19792_patch00435.png,230.94,227.68,230.56,33.5,40.84,28.94
TCGA-CM-6166_nonMSIH_x11400_y26024_patch00167.png,162.18,120.42,158.77,40.93,46.07,36.41
TCGA-CM-6166_nonMSIH_x14984_y25512_patch00332.png,170.87,132.74,167.91,37.94,46.34,35.09
TCGA-CM-6166_nonMSIH_x15496_y18856_patch00359.png,180.3,140.73,173.32,42.88,47.89,36.65
TCGA-CM-6166_nonMSIH_x16008_y17320_patch00396.png,212.82,180.21,200.18,31.97,49.73,36.51
TCGA-CM-6166_nonMSIH_x18568_y32168_patch00613.png,173.7,134.31,168.92,40.68,45.8,35.29
TCGA-CM-6166_nonMSIH_x19592_y19880_patch00669.png,207.99,157.9,185.74,29.59,46.03,35.69
TCGA-CM-6166_nonMSIH_x20104_y26024_patch00718.png,180.94,145.45,176.79,40.4,51.36,38.35
TCGA-CM-6166_nonMSIH_x21640_y20392_patch00816.png,168.64,130.27,165.35,42.12,50.81,38.64
TCGA-CM-6166_nonMSIH_x25224_y15784_patch01019.png,211.13,177.75,200.05,29.17,43.58,30.37
TCGA-CM-6166_nonMSIH_x26760_y17320_patch01099.png,219.14,179.86,201.13,25.93,44.85,32.29
TCGA-CM-6166_nonMSIH_x26760_y21416_patch01107.png,181.02,137.62,171.03,45.07,51.14,39.6
TCGA-CM-6166_nonMSIH_x34440_y21416_patch01528.png,161.8,101.53,145.84,37.54,36.02,30.84
TCGA-CM-6166_nonMSIH_x35464_y27560_patch01602.png,145.69,96.28,140.86,39.87,40.02,33.96
TCGA-CM-6166_nonMSIH_x35976_y29096_patch01637.png,146.8,102.39,145.79,38.64,39.86,32.77
TCGA-CM-6166_nonMSIH_x36488_y26024_patch01663.png,153.88,103.96,146.97,38.82,40.37,32.9
TCGA-CM-6166_nonMSIH_x40584_y15272_patch01952.png,222.18,199.39,212.59,31.92,51.33,37.74
TCGA-CM-6166_nonMSIH_x41096_y18856_patch01999.png,135.05,89.06,133.87,41.16,42.2,36.42
TCGA-CM-6166_nonMSIH_x41608_y23464_patch02052.png,149.43,101.81,146.11,37.77,38.97,32.04
TCGA-CM-6166_nonMSIH_x41608_y26536_patch02058.png,151.48,106.85,147.82,45.55,53.44,41.67
TCGA-CM-6166_nonMSIH_x42120_y34216_patch02117.png,151.95,113.16,152.84,42.47,48.57,37.63
TCGA-CM-6166_nonMSIH_x44680_y30632_patch02350.png,131.73,86.22,131.33,40.03,42.02,34.95
TCGA-CM-6166_nonMSIH_x47240_y13736_patch02574.png,198.57,145.57,179.53,31.09,40.22,29.98
TCGA-CM-6166_nonMSIH_x49800_y16808_patch02849.png,152.69,101.67,146.27,36.74,35.12,29.51
TCGA-CM-6166_nonMSIH_x50824_y9128_patch02946.png,208.56,171.32,194.02,41.29,51.56,41.4
TCGA-CM-6166_nonMSIH_x53384_y26536_patch03266.png,163.47,112.79,153.02,37.77,38.99,34.15
TCGA-CM-6166_nonMSIH_x53896_y9640_patch03292.png,188.51,130.85,169.01,31.29,38.53,30.26
TCGA-CM-6166_nonMSIH_x54920_y14760_patch03415.png,155.43,100.2,140.45,47.92,54.28,46.16
TCGA-CM-6166_nonMSIH_x56456_y20392_patch03560.png,165.17,126.95,163.95,36.98,42.65,34.44
TCGA-CM-6166_nonMSIH_x58504_y13736_patch03659.png,161.54,115.7,155.78,39.88,44.2,36.16
TCGA-CM-6166_nonMSIH_x59528_y13736_patch03701.png,163.84,118.95,158.44,40.18,44.84,35.48
TCGA-CM-6169_nonMSIH_x12832_y26112_patch00600.png,229.57,223.15,228.45,25.8,36.71,25.24
TCGA-CM-6169_nonMSIH_x13856_y20992_patch00703.png,179.05,135.63,170.29,38.41,47.0,35.52
TCGA-CM-6169_nonMSIH_x14880_y9728_patch00795.png,174.63,133.31,166.47,52.05,67.38,49.59
TCGA-CM-6169_nonMSIH_x15392_y2560_patch00836.png,145.32,107.71,147.17,53.99,65.47,49.2
TCGA-CM-6169_nonMSIH_x15904_y6144_patch00902.png,140.08,92.16,137.28,45.18,47.9,38.45
TCGA-CM-6169_nonMSIH_x17440_y24576_patch01102.png,232.8,227.49,230.97,22.02,33.82,23.52
TCGA-CM-6169_nonMSIH_x19488_y0_patch01286.png,118.82,76.26,121.91,44.67,42.29,36.42
TCGA-CM-6169_nonMSIH_x21536_y8704_patch01537.png,165.47,105.73,143.69,53.04,65.88,54.81
TCGA-CM-6169_nonMSIH_x22048_y2048_patch01586.png,128.21,85.94,131.29,46.51,50.08,40.4
TCGA-CM-6169_nonMSIH_x23584_y11776_patch01797.png,150.12,89.57,137.27,34.76,33.77,29.18
TCGA-CM-6169_nonMSIH_x26656_y6144_patch02125.png,124.55,76.86,124.1,46.2,45.74,38.89
TCGA-CM-6169_nonMSIH_x27168_y18432_patch02204.png,168.31,119.6,159.0,46.53,44.34,36.89
TCGA-CM-6169_nonMSIH_x28192_y18432_patch02323.png,181.19,124.03,163.98,37.78,34.97,28.69
TCGA-CM-6169_nonMSIH_x28704_y17920_patch02381.png,165.32,116.03,157.41,43.46,41.16,33.53
TCGA-CM-6169_nonMSIH_x31264_y26624_patch02668.png,225.89,210.26,220.75,25.32,44.26,29.91
TCGA-CM-6169_nonMSIH_x31776_y31744_patch02733.png,209.66,196.6,209.11,51.62,62.67,46.69
TCGA-CM-6169_nonMSIH_x32288_y29696_patch02785.png,215.48,196.31,211.37,31.66,48.27,33.35
TCGA-CM-6169_nonMSIH_x33824_y11776_patch02904.png,143.05,88.41,132.68,50.63,53.36,44.91
TCGA-CM-6169_nonMSIH_x33824_y12800_patch02906.png,152.39,109.13,146.85,60.92,70.86,55.86
TCGA-CM-6169_nonMSIH_x35360_y8192_patch03046.png,128.2,82.87,130.19,41.72,40.25,34.32
TCGA-CM-6169_nonMSIH_x36384_y18432_patch03178.png,157.53,108.63,151.86,41.35,41.27,33.92
TCGA-CM-6169_nonMSIH_x37408_y8192_patch03266.png,132.78,84.46,130.84,48.15,48.1,39.58
TCGA-CM-6169_nonMSIH_x38432_y26624_patch03406.png,224.14,207.69,219.02,28.21,47.51,32.28
TCGA-CM-6169_nonMSIH_x40992_y20992_patch03670.png,181.39,113.1,157.58,30.44,32.18,26.59
TCGA-CM-6169_nonMSIH_x42016_y27648_patch03789.png,198.37,150.79,182.18,34.92,52.95,38.7
TCGA-CM-6169_nonMSIH_x43040_y23552_patch03887.png,201.36,148.82,181.08,31.33,45.64,33.76
TCGA-CM-6169_nonMSIH_x48160_y10240_patch04239.png,139.27,90.71,130.21,56.98,62.16,53.05
TCGA-CM-6169_nonMSIH_x8224_y17920_patch00147.png,200.61,174.18,194.29,46.95,70.22,50.8
